distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
8356223063395650,0.04459116990519323,1.16264079668503E+016,1.0,0.0,0.0,1.0,1.0
9.56992137701151E+015,0.456419552660062,5377945947724950,1.0,0.0,0.0,1.0,1.0
6149339085235060,5157387140704650,6195438373393420,1.0,0.0,0.0,1.0,1.0
3.12380255359657E+016,0.2494964037843839,7158601127095090,1.0,0.0,0.0,1.0,1.0
2622403093857080,1.26018639531577E+016,6535159578895140,1.0,0.0,0.0,1.0,1.0
2.34184614349313E+016,1.94504882858453E+016,4847080911882260,1.0,1.0,0.0,1.0,1.0
2894484545638730,9.88204212647756E+015,1832586704121450,1.0,0.0,0.0,1.0,1.0
3.92217990395828E+016,0.0194184932018918,0.39608088042639616,1.0,0.0,0.0,1.0,1.0
2.0700519657193E+016,0.3077965861642707,5910676739087880,1.0,1.0,0.0,1.0,1.0
7219378634999650,0.2964575407964,6510178870401540,1.0,1.0,0.0,1.0,1.0
2.76578877838034E+016,0.6885857692202761,6928813284107860,1.0,0.0,0.0,1.0,1.0
1.01393363247035E+016,0.9566570724513964,0.7793882700137514,1.0,0.0,0.0,1.0,1.0
1.39150300830684E+016,0.18046568135120572,1.8639703923781E+016,1.0,1.0,0.0,1.0,1.0
1.28741668207322E+016,0.3193393144306528,3102303692573140,1.0,0.0,0.0,1.0,1.0
2.18116667030817E+016,2.17650288226346E+016,0.44896567238948665,1.0,0.0,0.0,1.0,1.0
6767023484603630,1.20973306620928E+016,6948586473659990,1.0,0.0,0.0,1.0,1.0
106737411092024,4.17453868353415E+016,0.47511480399227685,1.0,0.0,0.0,1.0,1.0
2.10236857225757E+016,0.13663263682303337,500947223076233,1.0,0.0,0.0,1.0,1.0
1724326963662490,2.1481578753402E+016,1.3166902098372E+016,1.0,0.0,0.0,1.0,1.0
0.6336328449107479,1.40651841971361E+016,4086039124625110,0.0,0.0,0.0,1.0,1.0
6512984358638590,1.53476548928722E+016,5303931857219350,1.0,0.0,0.0,1.0,1.0
9.9412476459813E+015,1.64459223127163E+016,1230557884296350,1.0,0.0,0.0,1.0,1.0
6656105657901360,4743911096230850,4165662652722440,1.0,0.0,0.0,1.0,1.0
1.08161780221282E+016,2394871225588080,4.08065743126383E+016,1.0,0.0,0.0,1.0,1.0
0.6692056459192377,0.812729341947061,6944422335180340,0.0,0.0,0.0,1.0,1.0
2151347105917840,9.57048698912299E+015,0.20769567330609953,1.0,0.0,0.0,1.0,1.0
1828958909660180,5464244816308720,0.7775541443829294,1.0,0.0,0.0,1.0,1.0
8601551935869030,2.4159462682315E+016,5687015470926440,1.0,1.0,0.0,1.0,1.0
0.8292179359051131,3891924309830360,4950195342598390,0.0,0.0,0.0,1.0,1.0
1.21916348175313E+016,0.6891282370422901,1.29609732268139E+016,1.0,0.0,0.0,1.0,1.0
5500033479191440,2307179346441640,7.23622660692688E+016,1.0,1.0,0.0,1.0,1.0
1.06272568014864E+016,0.41128191909036743,0.8019129359834606,1.0,0.0,0.0,1.0,1.0
1.09942808583291E+016,5942550586301520,1.25973089779971E+016,1.0,0.0,0.0,1.0,1.0
4090285092590890,0.16110623473383065,4148920921688890,1.0,0.0,0.0,1.0,1.0
9.839056361614E+015,1.19884492607184E+016,8352009335937620,1.0,0.0,0.0,1.0,1.0
4503382730767790,6849709302204950,5079487269333750,1.0,0.0,0.0,1.0,1.0
1.84160938274743E+016,1.31073781058973E+016,0.4036467652689223,1.0,0.0,0.0,1.0,1.0
1.4157608884428E+016,1.70640016893144E+016,4018126136577970,1.0,0.0,0.0,1.0,1.0
1.25369389614458E+016,3.82212942498709E+016,1942552958273030,1.0,0.0,0.0,1.0,1.0
502815851033018,1501951487527810,8471934764241350,1.0,0.0,0.0,1.0,1.0
1.03080060868406E+016,1.02328916034918E+016,0.577115831003365,0.0,0.0,0.0,1.0,1.0
1.17670061999607E+016,0.6201883600588195,4549702025276310,0.0,0.0,0.0,1.0,1.0
6700207339495990,1486428091972910,4026927409075370,1.0,0.0,0.0,1.0,1.0
3.92054954077584E+016,0.916208011103709,1.10613651094682E+016,1.0,0.0,0.0,1.0,1.0
3.41239886932236E+016,5094910274232880,4959918231631360,1.0,1.0,0.0,1.0,1.0
3.44842735910278E+016,1.96697511234917E+016,4155420880299670,1.0,0.0,0.0,1.0,1.0
4034200172247870,0.08880508584954072,4525350861827970,1.0,0.0,0.0,1.0,1.0
1.73037080730327E+016,0.6682370571285847,0.16119090684662576,1.0,0.0,0.0,1.0,1.0
1.22919315878057E+016,0.2475239006137169,4481525833786560,1.0,0.0,0.0,1.0,1.0
8795533055621820,613953536138631,1.49804005990961E+016,1.0,0.0,0.0,1.0,1.0
3518745872092950,0.22263406471094893,9.78363503203813E+015,1.0,0.0,0.0,1.0,1.0
0.8164727599133548,0.26762708031475363,7017153464124550,0.0,1.0,0.0,1.0,1.0
270537506902273,1.54401809058886E+016,5942066254126870,1.0,0.0,0.0,1.0,1.0
2.3752933536039E+016,0.9172761348384159,1.5266279071848E+016,1.0,1.0,0.0,1.0,1.0
6701389299449400,0.5651116520724959,4840562606439760,1.0,1.0,0.0,1.0,1.0
5108002059145680,3090314207344340,4870033795384660,1.0,0.0,0.0,1.0,1.0
3557197364434720,5100207927210050,1574981336346590,1.0,1.0,0.0,1.0,1.0
1.55076949659167E+016,267001545216844,8986120285523960,1.0,0.0,0.0,1.0,1.0
1.02001978441864E+016,2350652900019810,0.09349312692721178,1.0,0.0,0.0,1.0,1.0
0.7566448344313801,2.71941556708885E+016,7742322076879850,0.0,0.0,0.0,1.0,1.0
2709477045210660,91652451315682,1.81313791131106E+016,1.0,0.0,0.0,1.0,1.0
1.95689263953568E+016,1.95763668949048E+016,4914781095307670,1.0,0.0,0.0,1.0,1.0
4209872393758790,1.01521891661335E+016,4.69309766221598E+016,1.0,1.0,0.0,1.0,1.0
6495495650964080,5304213286953060,6805962478252000,1.0,0.0,0.0,1.0,1.0
5393879713727470,4333989987603880,0.9864828900600809,1.0,0.0,0.0,1.0,1.0
1.58159371666593E+016,1.84025636952442E+016,4.10234487913891E+016,1.0,1.0,0.0,1.0,1.0
1.121025550558E+016,467874215232254,0.2093911218194581,1.0,0.0,0.0,1.0,1.0
1.47366520132405E+016,375104070114589,2.09813547035772E+016,1.0,0.0,0.0,1.0,1.0
1748592720520200,0.17709469416412338,4462669651099560,1.0,0.0,0.0,1.0,1.0
3834690133286370,0.6397817890682674,1039715872948320,1.0,0.0,0.0,1.0,1.0
1.51195250535729E+016,0.44477092128038426,8455026686269190,1.0,0.0,0.0,1.0,1.0
4.91963422062081E+016,0.5139270343541932,494489665342936,1.0,1.0,0.0,1.0,1.0
1328103928927900,744349572981303,1.50106669318478E+016,1.0,0.0,0.0,1.0,1.0
8394082143711780,2607515350279840,5237553057117000,1.0,1.0,0.0,1.0,1.0
1750255609122730,1.04435167107266E+016,9.64208984564642E+015,1.0,1.0,0.0,1.0,1.0
688764747076328,3964454870305680,404632698046065,1.0,0.0,0.0,1.0,1.0
1.88297168458507E+016,0.12724130247159282,461879621899031,1.0,0.0,0.0,1.0,1.0
2053030723205760,0.001603804336432911,1.56377801334574E+016,1.0,0.0,0.0,1.0,1.0
1.01563634572016E+016,0.269278417571402,7165438558976290,1.0,0.0,0.0,1.0,1.0
1.4082693612367E+016,1.40256263107703E+016,6693824674384560,1.0,0.0,0.0,1.0,1.0
8445420954581160,0.841193297710045,179964222021354,1.0,0.0,0.0,1.0,1.0
1831571760906600,0.5003940193763423,4363692611804650,1.0,0.0,0.0,1.0,1.0
4569968075280890,4351631891924010,879129617157142,1.0,0.0,0.0,1.0,1.0
3.67452318036201E+016,1.51877680593567E+016,5188760606737710,1.0,1.0,0.0,1.0,1.0
1.18578270280143E+016,6399462168797810,0.6072966748631812,1.0,0.0,0.0,1.0,1.0
1.43883943122E+016,0.4866595084681633,0.2271094229911077,1.0,0.0,0.0,1.0,1.0
2.84739493801647E+016,3.71596040963679E+016,5747075789910250,1.0,1.0,0.0,1.0,1.0
1071860037718580,0.2955121994531302,8730044655230080,1.0,1.0,0.0,1.0,1.0
2523525320242350,0.7942637723313464,7.96842180183702E+016,1.0,0.0,0.0,1.0,1.0
9.03699429394223E+015,1.80836140595006E+016,1823743637240250,1.0,0.0,0.0,1.0,1.0
1.14678507303219E+016,0.35151401227561146,1249922728571290,1.0,0.0,0.0,1.0,1.0
4067191810028060,5278240404402510,4557708416738410,1.0,0.0,0.0,1.0,1.0
155852847185802,2.78843038239642E+016,6.73023461090476E+016,1.0,1.0,0.0,1.0,1.0
992653630832042,1320679508715810,5005074881607300,1.0,0.0,0.0,1.0,1.0
1.82560197761724E+016,2.62060622200657E+016,4627703920698330,1.0,1.0,0.0,1.0,1.0
7102656423233,2.3427302518333E+016,5.03416209640972E+016,1.0,1.0,0.0,1.0,1.0
1.14200237473977E+016,0.057426048277881614,0.5676614689029451,1.0,0.0,0.0,1.0,1.0
2.32451477989314E+016,1.92514856325431E+016,633230923751118,1.0,0.0,0.0,0.0,1.0
165729133684853,1.88427357003207E+016,4.67349088025969E+016,1.0,0.0,0.0,1.0,1.0
3623856186785710,0.049827402935690254,5151127678298320,1.0,0.0,0.0,1.0,1.0
2.0067632938444E+016,0.07325892065029545,4136263960729660,1.0,0.0,0.0,1.0,1.0
140158900575552,1.00832855879029E+016,8116286666629970,1.0,1.0,0.0,1.0,1.0
0.6783665217653,2.7964283860437E+016,4852139050655050,0.0,1.0,0.0,1.0,1.0
4152678589174580,0.6438357325518916,5759723818201150,1.0,1.0,0.0,1.0,1.0
3.73713380801203E+016,0.8041074091335475,5220564840912950,1.0,0.0,0.0,1.0,1.0
1.110918634715E+016,0.4519980000994346,1677711377989190,1.0,0.0,0.0,1.0,1.0
9.87022770376383E+015,0.0757318126257732,4337423631419610,1.0,0.0,0.0,1.0,1.0
3.13188315154238E+016,0.22446838447478928,4874268587361640,1.0,0.0,0.0,1.0,1.0
0.885846660400872,0.05259774077485413,5852382697599910,0.0,1.0,0.0,1.0,1.0
3.14286015089404E+016,6416009850546890,6483019733113570,1.0,1.0,0.0,1.0,1.0
5228099934108160,1.50007110472603E+016,4594433576881850,1.0,0.0,0.0,1.0,1.0
1632776922046080,747949061126789,0.07103499514783355,1.0,0.0,0.0,1.0,1.0
1.40541740667645E+016,0.2977342830947753,1.10418528692304E+016,1.0,1.0,0.0,1.0,1.0
1.41137318327901E+016,0.0776653954183777,4140620202242780,0.0,0.0,0.0,1.0,1.0
2.09170418902162E+016,1.14831645156534E+016,877996045937568,1.0,0.0,0.0,1.0,1.0
1.94763591848425E+016,0.8393525905871208,4100159305482020,1.0,0.0,0.0,1.0,1.0
9.92107919558399E+015,1.46339741206842E+016,4987437775432070,1.0,1.0,0.0,1.0,1.0
1.12651594878995E+016,2.31488547587936E+016,2.20295925625153E+016,1.0,0.0,0.0,1.0,1.0
1.09365902491174E+016,0.9417986336179092,2.79393334111635E+016,1.0,0.0,0.0,1.0,1.0
3501610954020400,0.02705059663560493,4725037824539530,1.0,0.0,0.0,1.0,1.0
2.5461198559039E+016,1.2528168579007E+016,4160174779451770,1.0,1.0,0.0,1.0,1.0
9.95891977791414E+015,0.015972091918579463,4379539787496180,1.0,0.0,0.0,1.0,1.0
1.21094246041811E+016,6091303207696050,4549187479617960,1.0,1.0,0.0,1.0,1.0
3490641251111050,0.03104853788895623,1539350388531340,1.0,1.0,0.0,1.0,1.0
1.33861795427533E+016,903662755081631,1.25183353826131E+016,1.0,0.0,0.0,1.0,1.0
7515958062850400,415831489943695,4556571991545310,1.0,1.0,0.0,1.0,1.0
1.1187234071967E+016,0.16510461499439455,6187726540047290,1.0,1.0,0.0,1.0,1.0
1.33651136607773E+016,0.2474952157917035,8759999310972100,1.0,1.0,0.0,1.0,1.0
1462848360925900,0.665662528080909,0.2903871415712911,1.0,0.0,0.0,1.0,1.0
0.85344991757781,7709093903795650,0.9620801840809711,0.0,0.0,0.0,1.0,1.0
1.94275347849752E+016,0.034065960150466326,1.61851850073655E+016,1.0,0.0,0.0,1.0,1.0
3.44254899107255E+016,0.31949020022781494,4031032369697040,1.0,0.0,0.0,1.0,1.0
4716356560365350,0.3308095097346144,6666061977181820,1.0,0.0,0.0,1.0,1.0
9.74744367368384E+015,0.017039513875365914,823675801393927,1.0,0.0,0.0,1.0,1.0
6979086536753930,1.0198402798628E+016,4800706166091070,1.0,0.0,0.0,1.0,1.0
1.47079543307664E+016,0.04384870886305197,4553354416635160,0.0,0.0,0.0,1.0,1.0
7848748061331880,2.61325039468018E+016,7378544005970620,1.0,1.0,0.0,1.0,1.0
1.89941324171004E+016,0.018720006827917617,0.4374867489904574,1.0,0.0,0.0,1.0,1.0
1906466587848650,2.53517086418798E+016,8519391510685550,1.0,1.0,0.0,1.0,1.0
2.68928084758943E+016,1.12938971330238E+016,1.13474361483172E+016,1.0,1.0,0.0,1.0,1.0
1.24257872379982E+016,0.05682860886943432,3.26958129123609E+016,1.0,0.0,0.0,1.0,1.0
4.22559301004285E+016,0.5219133142690446,4661036237879780,1.0,1.0,0.0,1.0,1.0
1381731253007070,1.96612177973251E+016,0.3162921126770873,1.0,0.0,0.0,1.0,1.0
1.66887372283545E+016,6393956665475640,1.55880974250263E+016,1.0,0.0,0.0,1.0,1.0
1.05777055369936E+016,1.95725372851038E+016,537208026168569,1.0,0.0,0.0,1.0,1.0
2.33969822567551E+016,6009128346730090,1.19654141286336E+016,1.0,0.0,0.0,1.0,1.0
1.02906855448147E+016,7261821988383390,0.6289958517995698,1.0,0.0,0.0,1.0,1.0
3.16154572732272E+016,0.11894924987913175,1.02577986209248E+016,1.0,0.0,0.0,1.0,1.0
1279418364207960,5010629463439000,3009797139137290,1.0,0.0,0.0,1.0,1.0
2.58202017806002E+016,0.0861311462418189,0.30700462196709744,1.0,0.0,0.0,1.0,1.0
1532119340446310,4882315381544280,4605354695117880,0.0,0.0,0.0,0.0,1.0
5580334346484280,0.2558022378022455,4320178081663290,1.0,0.0,0.0,1.0,1.0
5.24671195523289E+016,0.9680147405138974,1128239773992600,1.0,0.0,0.0,1.0,1.0
1.35088851282336E+016,8337844299117890,2.47850480053952E+016,1.0,0.0,0.0,1.0,1.0
6028527838235100,0.1042103969051507,1.68576484536105E+016,1.0,1.0,0.0,1.0,1.0
0.8896959534081489,0.28872215882039587,6824558906449770,0.0,0.0,0.0,1.0,1.0
1.3048287185554E+016,1.21472539857439E+016,0.7572306101061216,1.0,0.0,0.0,1.0,1.0
7088406939181960,0.5707193199949443,9.99728033767135E+015,1.0,0.0,0.0,1.0,1.0
7523861766221610,0.26413913892548974,663837447544683,1.0,0.0,0.0,1.0,1.0
4.38528399222083E+016,3.75109850074719E+016,4549237510411230,1.0,0.0,0.0,1.0,1.0
2951019438309060,2299636907428570,1.79634493644112E+016,1.0,0.0,0.0,1.0,1.0
1.33915940457126E+016,0.1746807824204245,4881419096841500,1.0,0.0,0.0,1.0,1.0
4197302250971570,1.49206675888251E+016,1146779345377870,1.0,0.0,0.0,1.0,1.0
0.8681459084610877,1220150979775930,5542256830685260,0.0,0.0,0.0,1.0,1.0
1.11243448167943E+016,0.24767865556269636,6500586156354710,1.0,0.0,0.0,1.0,1.0
7352532078444480,0.2380312818816012,4305731472414820,1.0,0.0,0.0,1.0,1.0
0.183978953027515,0.029134720772714517,6188769139970940,0.0,0.0,0.0,0.0,1.0
4115214019461410,0.8961463996538229,1.13740389513584E+016,1.0,1.0,0.0,1.0,1.0
5215961554629220,0.2271169402921256,4.59357783652475E+016,1.0,0.0,0.0,1.0,1.0
105023667695901,1.74943313305035E+016,4254944895023630,1.0,0.0,0.0,1.0,1.0
7451367452471860,1.22749652801082E+016,5.5954787705464E+016,1.0,1.0,0.0,1.0,1.0
1.14586358404993E+016,3.41487835503929E+016,4533406703285220,1.0,0.0,0.0,1.0,1.0
1.58891696694547E+016,1.0144455854494E+016,2.52281313260416E+016,1.0,0.0,0.0,1.0,1.0
2582927069741950,0.007040401951279903,5934930334829400,1.0,0.0,0.0,1.0,1.0
8575050365227160,0.023947356870643387,5263749054206400,1.0,1.0,0.0,1.0,1.0
2.15116303388373E+016,0.39044307203890855,5.80832159396273E+016,1.0,0.0,0.0,1.0,1.0
583499525587922,0.08811403286828313,4865109966299220,1.0,0.0,0.0,1.0,1.0
6679604669355040,1653555053624970,5.61790419614409E+016,1.0,1.0,0.0,1.0,1.0
3.28528608069279E+016,8123193625682160,5191651017697070,1.0,1.0,0.0,1.0,1.0
3466869481098740,0.07992740192700389,4161995621211620,1.0,0.0,0.0,1.0,1.0
8092188070492080,0.7577833742048146,2.14932531300345E+016,1.0,0.0,0.0,1.0,1.0
1.52274719930537E+016,0.1281171812302738,0.809960462658138,1.0,0.0,0.0,1.0,1.0
1.66835897098957E+016,5097890103803060,6031093539088950,1.0,1.0,0.0,1.0,1.0
1.0442455390381E+016,2.68285443384534E+016,606544553361124,1.0,0.0,0.0,1.0,1.0
0.5163072130871156,0.46486305076310946,5381028187437870,0.0,0.0,0.0,1.0,1.0
2.23038038579045E+016,1017896080895600,7041224116190580,1.0,0.0,1.0,1.0,1.0
6562861959912490,1296762160624230,4653220875741960,1.0,0.0,0.0,1.0,1.0
1.50914179023829E+016,0.040927379093730294,8856963059235000,1.0,0.0,0.0,1.0,1.0
2.09274978087329E+016,1275633824727840,5.30442504836776E+016,1.0,1.0,0.0,1.0,1.0
1078037065108680,1.91093731913747E+016,0.8343243709458462,1.0,0.0,0.0,1.0,1.0
4561241714868620,1.04520012525212E+016,2.22339367951081E+016,1.0,0.0,0.0,1.0,1.0
7763174763179740,2.84873176001757E+016,5943508052249040,1.0,1.0,0.0,1.0,1.0
1.36410444142658E+016,6701615391432860,9.03433878957218E+015,1.0,0.0,0.0,1.0,1.0
1.18016807793995E+016,1.31127677550503E+016,7256004820439610,1.0,0.0,0.0,1.0,1.0
7567876562628310,1.62717965662272E+016,0.5134503343789631,1.0,0.0,0.0,1.0,1.0
7.51232526950977E+016,1365749936494380,5553086767317660,1.0,0.0,0.0,1.0,1.0
3.55507194667856E+016,6029167147039380,1.45527593547877E+016,1.0,0.0,0.0,1.0,1.0
1.40665238350325E+016,0.1086304901523974,1.24467866688695E+016,1.0,0.0,0.0,1.0,1.0
4014556228347570,0.01669793336371983,4271314192508680,1.0,0.0,0.0,1.0,1.0
4608207687125880,7187125375444690,0.1265669864423249,1.0,0.0,0.0,1.0,1.0
2492238229947570,0.14457007200121577,6364828147757580,1.0,0.0,0.0,1.0,1.0
1.46548659622916E+016,0.09467987025419872,5513884047521130,1.0,0.0,0.0,1.0,1.0
1.65429889135934E+016,195536058827917,4032820565130990,1.0,0.0,0.0,1.0,1.0
2.38210482543037E+016,1787296296166640,2755867767413990,1.0,0.0,0.0,1.0,1.0
1954809473522390,6761359174157370,9.43920430871191E+015,1.0,1.0,0.0,1.0,1.0
8294510090135840,2.6028270128656E+016,1.02285588588163E+016,1.0,0.0,0.0,1.0,1.0
9.32171740791397E+015,1.30295982220166E+016,6414470775555590,1.0,1.0,0.0,1.0,1.0
0.12219344774890019,7119618153533220,0.1554345317055936,0.0,1.0,0.0,1.0,1.0
7575187027217520,0.13953624348586244,6057317904585470,1.0,0.0,0.0,1.0,1.0
1147266751209890,0.76028864716735,4774082818524620,0.0,0.0,0.0,0.0,1.0
1042210020691370,3.05763738153013E+016,0.21831046471657786,1.0,0.0,0.0,1.0,1.0
1221954158362880,0.16217829964634484,0.2927994451006058,1.0,0.0,0.0,1.0,1.0
1.04573592795425E+016,0.3175320991224164,1.64012976327533E+016,1.0,1.0,0.0,1.0,1.0
1.73970365879061E+016,0.491853742665015,0.7230502007694344,1.0,0.0,0.0,1.0,1.0
5976546071869540,4587328932290190,4044733650220370,1.0,0.0,0.0,1.0,1.0
0.8451272658882788,0.05536242340186574,7558391701110470,0.0,1.0,0.0,1.0,1.0
843267134889367,0.5235890304420832,6304508712413080,1.0,1.0,0.0,1.0,1.0
1.34505194755582E+016,0.1819136427027752,1.04270786859834E+016,1.0,0.0,0.0,1.0,1.0
3207819886379790,1.74422735502252E+016,4194306967557880,1.0,0.0,0.0,1.0,1.0
3627028758596400,6093021945999320,421150987927738,1.0,1.0,0.0,1.0,1.0
2.55444047353155E+016,9.89323699468769E+015,1.93717564145037E+016,1.0,1.0,0.0,1.0,1.0
4377841626842030,1.63578332650323E+016,0.42161258953160274,1.0,0.0,0.0,1.0,1.0
5063022884255300,6348840271123920,6588736657233870,1.0,0.0,0.0,1.0,1.0
1.46855961109248E+016,0.6828933597720902,5599463292662970,1.0,1.0,0.0,1.0,1.0
2597321393867850,5.16966876588194E+016,0.23784645684982456,1.0,0.0,0.0,1.0,1.0
2.30621476381444E+016,0.34266989916150825,4846421532388340,1.0,1.0,0.0,1.0,1.0
1.63296994499457E+016,0.6523355356733106,0.39617325558413274,1.0,0.0,0.0,1.0,1.0
1.22666019773774E+016,0.41841812982018856,5.20758059285754E+016,1.0,1.0,0.0,1.0,1.0
1.11660538465498E+016,1.19362442325184E+016,5336680989440620,1.0,0.0,0.0,1.0,1.0
1.45576873787216E+016,6.13823838021915E+016,0.16867725084742372,1.0,0.0,0.0,1.0,1.0
1793644312510880,1.50405492286312E+016,4765126397661870,1.0,0.0,0.0,1.0,1.0
2.51194967964018E+016,0.022115510812442063,1617381519199700,1.0,0.0,0.0,1.0,1.0
3911791328156510,6592131858174210,7396063574541780,1.0,0.0,0.0,1.0,1.0
1.86635848241848E+016,1.62577760461934E+016,1.17556254430179E+016,0.0,0.0,0.0,1.0,1.0
1.47071767509817E+016,1.52916672931759E+016,4721643175484740,0.0,0.0,0.0,1.0,1.0
1.33112143401106E+016,0.04864113354401704,0.3038669021659582,1.0,0.0,0.0,1.0,1.0
2.33897881895566E+016,1.21981945141108E+016,0.1892828561836841,1.0,0.0,0.0,1.0,1.0
2.94718119011637E+016,1.179777033406E+016,7965695103148120,1.0,0.0,0.0,1.0,1.0
0.665067552194231,2548351116687720,5115953469209900,0.0,0.0,0.0,0.0,1.0
189655436849711,0.8030910365129322,4071395798191200,1.0,0.0,0.0,1.0,1.0
1.02321820509067E+016,3.25930022394805E+016,410554748462241,1.0,0.0,0.0,1.0,1.0
1.31638755534962E+016,0.0053742765774849825,497044496891841,1.0,0.0,0.0,1.0,1.0
3759501445561060,0.15432032396494366,7053287639654450,1.0,0.0,0.0,1.0,1.0
69648227965237,0.08812907165161925,7437248455156720,1.0,1.0,0.0,1.0,1.0
2726156772858610,0.38002725335959925,0.40995153248111277,1.0,0.0,0.0,1.0,1.0
1.66466568946627E+016,0.06735532747526472,4.97356216496198E+016,0.0,1.0,0.0,1.0,1.0
1657624875489890,0.14742881241026143,0.9243296669499221,1.0,0.0,0.0,1.0,1.0
1.36825204860441E+016,0.7738857255761595,6630427446261890,1.0,1.0,0.0,1.0,1.0
2.65934802047931E+016,2734836603157730,4847521040095340,1.0,0.0,0.0,1.0,1.0
